"earnings_id","symbol","reportedDate","fiscalDateEnding","reportedEPS","surprise","surprisePercentage","estimatedEPS","reportTime","price_range_prior","price_change_prior","avg_volume_prior","price_range_post","price_change_post","avg_volume_post"
"UNH09","UNH",2023-10-13,2023-09-30,6.56,0.21,3.3071,"6.35","pre-market",54.75,7.25176255703225,3021741.44827586,30.8090999999999,1.03339962455625,2415862.33333333
"UNH10","UNH",2023-07-14,2023-06-30,6.14,0.16,2.6756,"5.98","pre-market",57.22,-3.11169328246971,4266797.85714286,37.56,1.48735746157649,2726131.38709677
"UNH11","UNH",2023-04-14,2023-03-31,6.26,0.18,2.9605,"6.08","pre-market",57.8,8.63272755464125,3280139.72413793,37.046,-4.71554368259626,2600227.13333333
"UNH12","UNH",2023-01-13,2022-12-31,5.34,0.17,3.2882,"5.17","pre-market",65.4599,-6.89997537200563,3195409.10714286,41.61,-0.362826750226811,3714585.4137931
"UNH13","UNH",2022-10-14,2022-09-30,5.79,0.35,6.4338,"5.44","pre-market",40,-4.28624068524196,2606595.86206897,57.3276,1.99087912930192,3106429.4
"UNH14","UNH",2022-07-15,2022-06-30,5.57,0.36,6.9098,"5.21","pre-market",78.6691,4.43660647569092,3717993.78571429,41.9899,2.00242601613494,2227897.35483871
"UNH15","UNH",2022-04-14,2022-03-31,5.49,0.14,2.6168,"5.35","pre-market",83.3597,15.0733291891137,3204769.3,85.03,-5.04980527261845,3063460.83333333
"VZ01","VZ",2025-10-29,2025-09-30,1.17,0,0,"1.17","pre-market",6.02,-9.97910731461348,25697334.7666667,2.895,3.21763364580695,26344874.85
"VZ02","VZ",2025-07-21,2025-06-30,1.22,0.03,2.521,"1.19","pre-market",3.5699,-4.99979222277637,18317189.8571429,3.6,2.55338904363996,16351521.4666667
"VZ03","VZ",2025-04-22,2025-03-31,1.15,0.02,1.7699,"1.13","pre-market",6.48,-3.77461948044415,28973823.6896552,3.20999999999999,4.50966356478188,15365675.6
"VZ04","VZ",2025-01-24,2024-12-31,1.1,0,0,"1.1","pre-market",5.06,-6.67876835965315,20543812.5384615,8.214,14.3946850393701,23435847.2333333
"VZ05","VZ",2024-10-22,2024-09-30,1.19,0.01,0.8475,"1.18","pre-market",4.1,4.57267756198258,17871775.1666667,4.6558,2.39246012566478,17231112.2333333
"VZ06","VZ",2024-07-22,2024-06-30,1.15,0,0,"1.15","pre-market",3.57,4.42361027537378,16761341.0714286,3.63,3.40425531914908,16431401.4333333
"VZ07","VZ",2024-04-22,2024-03-31,1.15,0.03,2.6786,"1.12","pre-market",4.28,3.22308030969971,18065239.862069,2.97,5.37990821009703,16154952.2666667
"VZ08","VZ",2024-01-23,2023-12-31,1.08,0,0,"1.08","pre-market",3.91,6.18513354214963,22351877.1851852,3.948,-6.81603773584919,17896162.8666667
"VZ09","VZ",2023-10-24,2023-09-30,1.22,0.04,3.3898,"1.18","pre-market",4.245,-4.97784248874703,22245758.1,5.54,14.3839712918662,20081820.0333333
"VZ10","VZ",2023-07-25,2023-06-30,1.21,0.04,3.4188,"1.17","pre-market",6.43,-3.12893705329858,27440516.2142857,2.965,-1.70437848956784,20881767.2
"VZ11","VZ",2023-04-25,2023-03-31,1.2,0.01,0.8403,"1.19","pre-market",4.085,3.82266259401765,19021140.5517241,5.46,-8.6531032706669,20727313.0666667
"VZ12","VZ",2023-01-24,2022-12-31,1.19,0,0,"1.19","pre-market",6.003,7.06427391485902,26168788.2222222,5.586,-9.74409448818895,18111342.7333333
"VZ13","VZ",2022-10-21,2022-09-30,1.32,0.03,2.3256,"1.29","pre-market",7.81,-7.9778121994001,23983390.8666667,3.7885,3.05810397553517,21810914.4
"VZ14","VZ",2022-07-22,2022-06-30,1.31,-0.02,-1.5038,"1.33","pre-market",4.17,-1.4238662874883,18630378.5357143,5.35,-7.73011617515647,19126532.5
"VZ15","VZ",2022-04-22,2022-03-31,1.35,0.03,2.2727,"1.32","pre-market",4.5399,1.48121842885679,26267318.6206897,6.0811,1.90930787589505,23645418.9
"V01","V",2025-10-28,2025-09-30,2.98,0.01,0.3367,"2.97","post-market",21.53,2.45686476920811,6071815.33333333,26.2599,-2.84580195686401,6395396
"V02","V",2025-07-29,2025-06-30,2.98,0.13,4.5614,"2.85","post-market",25.3,0.438843254191704,6876043.82142857,24.725,0.198825145658857,5637675.6
"V03","V",2025-04-29,2025-03-31,2.76,0.08,2.9851,"2.68","post-market",52.86,0.185323568973279,7545483.17241379,30.51,1.67852405504023,5532473.83333333
"V04","V",2025-01-30,2024-12-31,2.75,0.0889,3.3407,"2.6611","post-market",27.245,4.53005793155853,6409827.38461538,40.1592,-3.89272692124539,6870034.27586207
"V05","V",2024-10-29,2024-09-30,2.65,0.08,3.1128,"2.57","post-market",24.84,-3.01225557697607,6896400.53333333,30.23,8.46093116862201,5520734.26666667
"V06","V",2024-07-23,2024-06-30,2.42,0,0,"2.42","post-market",21.88,-3.48312972658504,9238218.64285714,27.58,7.88917607204421,8135481.23333333
"V07","V",2024-04-23,2024-03-31,2.51,0.07,2.8689,"2.44","post-market",22.67,-3.84231536926134,6650555.55172414,15.88,1.70035913613365,7086279.7
"V08","V",2024-01-25,2023-12-31,2.41,0.07,2.9915,"2.34","post-market",16.704,5.60580071729297,5707172.55555556,19.42,2.52431209883299,5204665.37931035
"V09","V",2023-10-24,2023-09-30,2.33,0.09,4.0179,"2.24","post-market",22.28,-5.59825256856223,5951757.93333333,29.355,11.7831468478897,5711807.83333333
"V10","V",2023-07-25,2023-06-30,2.16,0.04,1.8868,"2.12","post-market",24,5.78326037936054,6656775.64285714,15.16,5.09156303009062,4434852.73333333
"V11","V",2023-04-25,2023-03-31,2.09,0.1,5.0251,"1.99","post-market",26.808,9.12948197883165,6956849.13793103,18.67,-3.75306679790875,6141307.13333333
"V12","V",2023-01-26,2022-12-31,2.18,0.17,8.4577,"2.01","post-market",22.86,4.52956801342073,6087852.25925926,18.82,-5.471810956457,5304817.96551724
"V13","V",2022-10-25,2022-09-30,1.93,0.06,3.2086,"1.87","post-market",32.59,-7.86913807288434,7189196.36666667,25.325,-0.0743896647999774,7471200.56666667
"V14","V",2022-07-26,2022-06-30,1.98,0.23,13.1429,"1.75","post-market",32.16,11.1515655882662,5996729.46428571,21.21,-3.08587349785158,5475099.33333333
"V15","V",2022-04-26,2022-03-31,1.79,0.14,8.4848,"1.65","post-market",31.08,3.91354265461994,7160260.44827586,31.2508,-6.20949166277051,7238955.43333333
"WMT01","WMT",2025-11-20,2025-10-31,0.62,0.02,3.3333,"0.6","pre-market",10.695,-0.214216163583251,15311547.3666667,7.99499999999999,7.17855083605612,21498971.6
"WMT02","WMT",2025-08-21,2025-07-31,0.68,-0.06,-8.1081,"0.74","pre-market",10.49,0.890790135883236,14373373.6333333,10.69,6.24544602893723,15838993.2068966
"WMT03","WMT",2025-05-15,2025-04-30,0.61,0.03,5.1724,"0.58","pre-market",19.93,10.4396856133956,21789297.137931,7.45999999999999,-0.866286180187562,17033048.3928571
"WMT04","WMT",2025-02-20,2025-01-31,0.66,0.01,1.5385,"0.65","pre-market",15.18,13.7919720004372,15087683.0714286,16.84,-10.9454741225655,25348116.6666667
"WMT05","WMT",2024-11-19,2024-10-31,0.58,0.05,9.434,"0.53","pre-market",6.81,6.51074589127693,12327477.8333333,7.27000000000001,0.596926666799579,17818330
"WMT06","WMT",2024-08-15,2024-07-31,0.67,0.02,3.0769,"0.65","pre-market",4.66,0.696502667457089,14114173.5172414,8.25999999999999,8.22029300054273,16429785.2758621
"WMT07","WMT",2024-05-16,2024-04-30,0.6,0.08,15.3846,"0.52","pre-market",2.335,1.1460622104567,13817076.6333333,5.17000000000001,5.50015581177944,15327103.1428571
"WMT08","WMT",2024-02-20,2024-01-31,1.8,0.16,9.7561,"1.64","pre-market",15.255,7.65244865718791,5896475.5862069,119.47,2.62050817913642,17611328.8
"WMT09","WMT",2023-11-16,2023-10-31,1.53,0.02,1.3245,"1.51","pre-market",14.96,3.80387257963759,5179840.73333333,9.38390000000001,1.89272619320018,8878558.28571429
"WMT10","WMT",2023-08-17,2023-07-31,1.84,0.15,8.8757,"1.69","pre-market",8.65000000000001,2.25875051650422,4505395.79310345,9.60989999999998,1.53641038664212,5278498.89655172
"WMT11","WMT",2023-05-18,2023-04-30,1.47,0.17,13.0769,"1.3","pre-market",7.32999999999998,3.33569785416872,5039519.86206897,13.22,5.78100814321272,6241383.85714286
"WMT12","WMT",2023-02-21,2023-01-31,1.71,0.19,12.5,"1.52","pre-market",9.69000000000003,1.02794066919616,5355572.4137931,14.9476,6.28315317675487,7358854.96666667
"WMT13","WMT",2022-11-15,2022-10-31,1.5,0.18,13.6364,"1.32","pre-market",16.005,7.58318871198984,5429223.76666667,13.83,-5.26280369293856,6065927.5862069
"WMT14","WMT",2022-08-16,2022-07-31,0.59,0,0,"0.59","pre-market",14.17,6.87352337720661,8396832.17241379,10.8,-5.34228579769375,6510169.9
"WMT15","WMT",2022-05-17,2022-04-30,0.4333,0.0033,0.7674,"0.43","pre-market",14.63,-1.6202298952137,7438132.31034483,12.63,2.87751677852336,8912691.62068965
