"earnings_id","symbol","reportedDate","fiscalDateEnding","reportedEPS","surprise","surprisePercentage","estimatedEPS","reportTime","price_range_prior","price_change_prior","avg_volume_prior","price_range_post","price_change_post","avg_volume_post"
"VZ14","VZ",2022-07-22,2022-06-30,1.31,-0.02,-1.5038,"1.33","pre-market",5.5,-6.82306940371457,19297465.0645161,5.35,-10.1196953210011,20389064.483871
"VZ15","VZ",2022-04-22,2022-03-31,1.35,0.03,2.2727,"1.32","pre-market",4.71,0.0909752547307081,25839123.375,7.9911,-4.11676646706586,24332935.0322581
"V01","V",2025-10-28,2025-09-30,2.98,0.01,0.3367,"2.97","post-market",21.53,2.11679046416722,6050152.38709677,32.98,-4.03063859085433,6697936.80952381
"V02","V",2025-07-29,2025-06-30,2.98,0.13,4.5614,"2.85","post-market",25.3,-0.286123032904144,6774144.34482759,29.62,-4.73210025540992,5978909.24242424
"V03","V",2025-04-29,2025-03-31,2.76,0.08,2.9851,"2.68","post-market",52.86,2.26646062479169,7474730.5,42.27,4.23929098966027,5662739.39393939
"V04","V",2025-01-30,2024-12-31,2.75,0.0889,3.3407,"2.6611","post-market",33.99,6.71665501683929,6357895.24137931,40.1592,-2.27091985508526,6965817
"V05","V",2024-10-29,2024-09-30,2.65,0.08,3.1128,"2.57","post-market",24.84,-1.34004513105364,6812846.96774194,36.07,10.7186829422732,5779206.03030303
"V06","V",2024-07-23,2024-06-30,2.42,0,0,"2.42","post-market",21.88,-3.74991011720716,9102887.31034483,29.39,4.42567188726499,8297358.21212121
"V07","V",2024-04-23,2024-03-31,2.51,0.07,2.8689,"2.44","post-market",22.67,-2.54786187153337,6644328.43333333,16.5,1.70066785883728,7148429.42424242
"V08","V",2024-01-25,2023-12-31,2.41,0.07,2.9915,"2.34","post-market",18.414,6.52941176470587,5696862.93333333,20.53,2.97481154624013,5368283.41935484
"V09","V",2023-10-24,2023-09-30,2.33,0.09,4.0179,"2.24","post-market",22.28,-6.38822625641855,5923369.29032258,29.355,9.81149899093994,5908427.87878788
"V10","V",2023-07-25,2023-06-30,2.16,0.04,1.8868,"2.12","post-market",24,7.27685931999466,6634471.31034483,21.19,3.02891425714523,4659229.51515152
"V11","V",2023-04-25,2023-03-31,2.09,0.1,5.0251,"1.99","post-market",26.808,8.44709500069887,7029089.16666667,18.88,-4.05973736159987,6237580.06060606
"V12","V",2023-01-26,2022-12-31,2.18,0.17,8.4577,"2.01","post-market",27.87,7.0952380952381,5995933.43333333,18.82,-4.36283185840709,5556961.5483871
"V13","V",2022-10-25,2022-09-30,1.93,0.06,3.2086,"1.87","post-market",32.59,-7.64648910411622,7192745.29032258,27.93,9.34143657987111,7861911.21212121
"V14","V",2022-07-26,2022-06-30,1.98,0.23,13.1429,"1.75","post-market",32.16,11.0264780558578,5940194.06896552,21.21,-4.04489127893383,5918281
"V15","V",2022-04-26,2022-03-31,1.79,0.14,8.4848,"1.65","post-market",31.08,5.81090615865336,7149565.6,34.98,-3.60904435211131,7629725.51515152
"WMT01","WMT",2025-11-20,2025-10-31,0.62,0.02,3.3333,"0.6","pre-market",10.695,-1.2465645857872,15587796.4545455,5.47,2.9440061573985,38632185.25
"WMT02","WMT",2025-08-21,2025-07-31,0.68,-0.06,-8.1081,"0.74","pre-market",10.49,4.41820217856051,14500344.6666667,10.69,2.67578714415048,17543581.6129032
"WMT03","WMT",2025-05-15,2025-04-30,0.61,0.03,5.1724,"0.58","pre-market",19.93,14.2402076451156,22001259.6875,9,3.14952279957582,18489922.2333333
"WMT04","WMT",2025-02-20,2025-01-31,0.66,0.01,1.5385,"0.65","pre-market",15.18,14.4996146647583,15307014.0333333,17.47,-15.7825470743065,26590913.4375
"WMT05","WMT",2024-11-19,2024-10-31,0.58,0.05,9.434,"0.53","pre-market",6.81,4.20126409716198,12745240.516129,10.27,5.2765858749855,18456984.2258065
"WMT06","WMT",2024-08-15,2024-07-31,0.67,0.02,3.0769,"0.65","pre-market",4.66,1.13418765650316,14880711.3125,9.08,7.63626551538046,17609787.6451613
"WMT07","WMT",2024-05-16,2024-04-30,0.6,0.08,15.3846,"0.52","pre-market",2.79,-0.795887912452336,14387682.3636364,6.10000000000001,5.4344440984117,17301162.7333333
"WMT08","WMT",2024-02-20,2024-01-31,1.8,0.16,9.7561,"1.64","pre-market",15.255,8.71729419272497,5896475.5862069,123.17,-66.466831017481,17443158.3030303
"WMT09","WMT",2023-11-16,2023-10-31,1.53,0.02,1.3245,"1.51","pre-market",18.29,6.45181516082513,5425828,9.91,-0.692913385826768,9844343.23333333
"WMT10","WMT",2023-08-17,2023-07-31,1.84,0.15,8.8757,"1.69","pre-market",9.33000000000001,1.56240035712007,4732536.375,10.8299,-0.60285891858297,5815037.48387097
"WMT11","WMT",2023-05-18,2023-04-30,1.47,0.17,13.0769,"1.3","pre-market",7.32999999999998,1.21843904420227,5177897.9375,13.22,3.54413702239789,6651543.6
"WMT12","WMT",2023-02-21,2023-01-31,1.71,0.19,12.5,"1.52","pre-market",9.69000000000003,0.0820120284308396,5355572.4137931,14.9476,5.54311310190371,7763191.87878788
"WMT13","WMT",2022-11-15,2022-10-31,1.5,0.18,13.6364,"1.32","pre-market",16.005,6.25767813267811,5657591.90322581,13.83,-2.62344619188244,6892452.3125
"WMT14","WMT",2022-08-16,2022-07-31,0.59,0,0,"0.59","pre-market",14.17,8.50175926683577,8411561.36666667,14.45,-6.62347012239022,7461396.33333333
"WMT15","WMT",2022-05-17,2022-04-30,0.4333,0.0033,0.7674,"0.43","pre-market",14.63,-1.78914584851898,7428516.73333333,20.17,-10.1150773290332,11287561.78125
